entry_bar,exit_bar,side,setup,ts,entry,sl,tp1,tp,first_close_r,tp_full_r,gross_r,fee_r,net_r,reason
9164,9165,long,trend,2022-07-04 08:00:00+00:00,19185.25,19112.12,19477.75,19396.5,4.0,2.8889,3.7222,0.3148,3.4074,TP1+TP
9188,9188,long,trend,2022-07-05 08:00:00+00:00,20315.0,20232.5,20645.0,20802.0,4.0,5.903,-1.0,0.2955,-1.2955,SL
9213,9241,long,trend,2022-07-06 08:00:00+00:00,20059.5,19898.25,20704.5,20767.83,4.0,4.3928,4.0982,0.1493,3.9489,TP1+TP
9286,9286,long,trend,2022-07-09 08:00:00+00:00,21561.75,21480.88,21885.25,29394.25,4.0,96.847,-1.0,0.3199,-1.3199,SL
9308,9309,long,trend,2022-07-10 08:00:00+00:00,21361.25,21243.12,21833.75,21572.17,4.0,1.7855,-1.0,0.217,-1.217,SL
9332,9334,long,trend,2022-07-11 08:00:00+00:00,20600.5,20475.25,21101.5,20818.83,4.0,1.7432,-1.0,0.1974,-1.1974,SL
9356,9356,long,trend,2022-07-12 08:00:00+00:00,19833.25,19726.62,20259.75,20763.0,4.0,8.7198,-1.0,0.2232,-1.2232,SL
9383,9383,long,trend,2022-07-13 08:00:00+00:00,19568.25,19415.62,20178.75,20763.0,4.0,7.828,-1.0,0.1539,-1.1539,SL
9404,9404,long,trend,2022-07-14 08:00:00+00:00,20141.0,20000.5,20703.0,20427.5,4.0,2.0391,-1.0,0.172,-1.172,SL
9476,9477,long,trend,2022-07-17 08:00:00+00:00,21373.0,21225.0,21965.0,29394.25,4.0,54.1976,-1.0,0.1733,-1.1733,SL
9603,9604,long,trend,2022-07-22 08:00:00+00:00,23073.0,22937.0,23617.0,29394.25,4.0,46.4798,-1.0,0.2036,-1.2036,SL
9620,9620,long,trend,2022-07-23 08:00:00+00:00,22746.75,22626.38,23228.25,22965.5,4.0,1.8172,-1.0,0.2268,-1.2268,SL
9679,9682,short,trend,2022-07-25 08:00:00+00:00,22196.75,22427.62,21273.25,21389.0,4.0,3.4986,3.8747,0.1154,3.7593,TP1+TP
9692,9706,short,trend,2022-07-26 08:00:00+00:00,21086.0,21211.0,20586.0,20814.7,4.0,2.1704,-1.0,0.2024,-1.2024,SL
9716,9716,short,trend,2022-07-27 08:00:00+00:00,21244.0,21346.0,20836.0,20909.5,4.0,3.2794,-1.0,0.2499,-1.2499,SL
9741,9744,short,trend,2022-07-28 08:00:00+00:00,23075.0,23263.5,22321.0,21719.0,4.0,7.1936,-1.0,0.1469,-1.1469,SL
9764,9791,short,trend,2022-07-29 08:00:00+00:00,24088.5,24281.75,23315.5,22585.83,4.0,7.7758,-1.0,0.1496,-1.1496,SL
9812,9812,long,trend,2022-07-31 08:00:00+00:00,23695.0,23603.25,24062.0,24209.5,4.0,5.6076,-1.0,0.3099,-1.3099,SL
9836,9837,long,trend,2022-08-01 08:00:00+00:00,23280.75,23194.38,23626.25,23451.0,4.0,1.9711,-1.0,0.3234,-1.3234,SL
9884,9884,short,trend,2022-08-03 08:00:00+00:00,22867.75,22961.88,22491.25,22660.0,4.0,2.2072,-1.0,0.2915,-1.2915,SL
9912,9912,short,trend,2022-08-04 08:00:00+00:00,22993.25,23097.12,22577.75,22813.0,4.0,1.7353,-1.0,0.2656,-1.2656,SL
9932,9933,short,trend,2022-08-05 08:00:00+00:00,23001.25,23214.12,22149.75,22660.0,4.0,1.6031,-1.0,0.1297,-1.1297,SL
9960,9964,short,trend,2022-08-06 08:00:00+00:00,23226.75,23279.88,23014.25,22935.0,4.0,5.4918,3.0,0.5247,2.4753,TP1+BE
9980,9981,short,trend,2022-08-07 08:00:00+00:00,22944.0,22993.0,22748.0,22824.0,4.0,2.449,-1.0,0.5619,-1.5619,SL
10124,10124,long,trend,2022-08-13 08:00:00+00:00,24594.25,24457.88,25139.75,29394.25,4.0,35.1971,-1.0,0.2164,-1.2164,SL
10196,10199,long,trend,2022-08-16 08:00:00+00:00,24001.5,23888.75,24452.5,24228.17,4.0,2.0103,-1.0,0.2554,-1.2554,SL
10220,10220,long,trend,2022-08-17 08:00:00+00:00,24043.25,23846.62,24829.75,29394.25,4.0,27.2142,-1.0,0.1467,-1.1467,SL
10292,10293,short,trend,2022-08-20 08:00:00+00:00,21075.0,21220.0,20495.0,20814.7,4.0,1.7952,-1.0,0.1744,-1.1744,SL
10316,10316,short,trend,2022-08-21 08:00:00+00:00,21183.75,21245.38,20937.25,20909.5,4.0,4.4503,-1.0,0.4125,-1.4125,SL
10341,10346,short,trend,2022-08-22 08:00:00+00:00,21282.5,21402.75,20801.5,21102.0,4.0,1.501,-1.0,0.2124,-1.2124,SL
10436,10437,long,trend,2022-08-26 08:00:00+00:00,21459.0,21389.5,21737.0,21565.92,4.0,1.5384,-1.0,0.3705,-1.3705,SL
10460,10466,long,trend,2022-08-27 08:00:00+00:00,20138.0,20024.0,20594.0,20427.5,4.0,2.5395,-1.0,0.212,-1.212,SL
10508,10508,short,trend,2022-08-29 08:00:00+00:00,19744.75,19843.38,19350.25,19565.25,4.0,1.82,-1.0,0.2402,-1.2402,SL
10532,10533,short,trend,2022-08-30 08:00:00+00:00,20331.25,20450.12,19855.75,20075.67,4.0,2.15,-1.0,0.2052,-1.2052,SL
10556,10557,short,trend,2022-08-31 08:00:00+00:00,20145.5,20322.5,19437.5,19795.3,4.0,1.9785,-1.0,0.1366,-1.1366,SL
10772,10773,short,sweep,2022-09-09 08:00:00+00:00,20757.0,21142.12,19284.5,20140.0,3.8234,1.6021,-1.0,0.0647,-1.0647,SL
10803,10806,short,trend,2022-09-10 08:00:00+00:00,21406.75,21531.62,20907.25,21109.3,4.0,2.382,-1.0,0.2057,-1.2057,SL
10868,10871,long,trend,2022-09-13 08:00:00+00:00,22358.5,22208.25,22959.5,22802.17,4.0,2.9529,-1.0,0.1786,-1.1786,SL
10894,10894,long,trend,2022-09-14 08:00:00+00:00,20274.5,20152.75,20761.5,20499.17,4.0,1.8453,-1.0,0.1998,-1.1998,SL
10916,10920,long,trend,2022-09-15 08:00:00+00:00,20115.75,20014.12,20522.25,20427.6,4.0,3.0686,-1.0,0.2375,-1.2375,SL
10940,10944,long,trend,2022-09-16 08:00:00+00:00,19713.5,19645.75,19984.5,19941.0,4.0,3.3579,-1.0,0.3492,-1.3492,SL
11015,11016,short,trend,2022-09-19 08:00:00+00:00,18809.75,19159.62,17410.25,17060.38,4.0,5.0,-1.0,0.0645,-1.0645,SL
11060,11061,short,trend,2022-09-21 08:00:00+00:00,18958.0,19043.0,18618.0,18690.5,4.0,3.1471,-1.0,0.2676,-1.2676,SL
11132,11136,short,trend,2022-09-24 08:00:00+00:00,19098.0,19198.5,18696.0,18776.5,4.0,3.199,-1.0,0.228,-1.228,SL
11204,11204,short,trend,2022-09-27 08:00:00+00:00,19770.25,20065.38,18589.75,19039.88,4.0,2.4748,-1.0,0.0804,-1.0804,SL
11229,11229,short,trend,2022-09-28 08:00:00+00:00,18837.5,19029.75,18068.5,18452.0,4.0,2.0052,-1.0,0.1176,-1.1176,SL
11276,11276,short,trend,2022-09-30 08:00:00+00:00,19492.5,19593.75,19087.5,19302.5,4.0,1.8765,-1.0,0.231,-1.231,SL
11324,11324,long,trend,2022-10-02 08:00:00+00:00,19306.0,19266.25,19465.0,19392.79,4.0,2.1833,-1.0,0.5828,-1.5828,SL
11348,11353,long,trend,2022-10-03 08:00:00+00:00,19123.5,19035.25,19476.5,19321.67,4.0,2.2455,3.5614,0.26,3.3013,TP1+TP
11396,11398,long,sweep,2022-10-05 08:00:00+00:00,20120.5,20048.75,20354.5,20303.0,3.2613,2.5436,-1.0,0.3365,-1.3365,SL
11420,11424,long,sweep,2022-10-06 08:00:00+00:00,20137.0,20061.38,20435.0,20298.88,3.9405,2.1405,-1.0,0.3195,-1.3195,SL
11492,11493,short,trend,2022-10-09 08:00:00+00:00,19379.25,19411.88,19248.75,19307.67,4.0,2.1941,-1.0,0.7128,-1.7128,SL
11540,11542,short,sweep,2022-10-11 08:00:00+00:00,19103.5,19149.5,18939.0,18945.67,3.5761,3.4312,-1.0,0.4984,-1.4984,SL
11564,11564,short,trend,2022-10-12 08:00:00+00:00,19105.75,19147.62,18938.25,19041.67,4.0,1.5303,-1.0,0.5475,-1.5475,SL
11591,11591,short,trend,2022-10-13 08:00:00+00:00,19057.5,19110.25,18846.5,18946.62,4.0,2.1019,-1.0,0.4335,-1.4335,SL
11612,11615,short,trend,2022-10-14 08:00:00+00:00,19636.75,19790.38,19022.25,19293.64,4.0,2.2334,-1.0,0.1534,-1.1534,SL
11708,11708,long,trend,2022-10-18 08:00:00+00:00,19583.5,19528.25,19804.5,19690.3,4.0,1.933,-1.0,0.4253,-1.4253,SL
11784,11784,short,trend,2022-10-21 08:00:00+00:00,19054.75,19089.88,18914.25,18943.17,4.0,3.1767,3.0,0.651,2.349,TP1+BE
11804,11804,short,trend,2022-10-22 08:00:00+00:00,19139.0,19157.5,19065.0,19051.09,4.0,4.7518,-1.0,1.2414,-2.2414,SL
11833,11833,short,trend,2022-10-23 08:00:00+00:00,19177.0,19194.5,19107.0,19121.42,4.0,3.1762,-1.0,1.315,-2.315,SL
11853,11880,short,trend,2022-10-24 08:00:00+00:00,19420.75,19505.38,19082.25,19243.62,4.0,2.0931,-1.0,0.2754,-1.2754,SL
11924,11924,long,trend,2022-10-27 08:00:00+00:00,20714.0,20640.25,21009.0,20895.17,4.0,2.4565,-1.0,0.337,-1.337,SL
11948,11950,long,sweep,2022-10-28 08:00:00+00:00,20171.0,20103.0,20326.0,20302.3,2.2794,1.9309,-1.0,0.356,-1.356,SL
11974,11979,long,trend,2022-10-29 08:00:00+00:00,20685.5,20618.25,20954.5,20815.8,4.0,1.9375,3.4844,0.3691,3.1153,TP1+TP
11996,11996,long,trend,2022-10-30 08:00:00+00:00,20806.25,20749.38,21033.75,20963.0,4.0,2.756,-1.0,0.439,-1.439,SL
12020,12020,long,trend,2022-10-31 08:00:00+00:00,20538.5,20478.0,20780.5,20758.0,4.0,3.6281,-1.0,0.4074,-1.4074,SL
12140,12142,short,trend,2022-11-05 08:00:00+00:00,21269.0,21369.5,20867.0,21109.92,4.0,1.5829,-1.0,0.254,-1.254,SL
12308,12314,short,trend,2022-11-12 08:00:00+00:00,16864.0,16983.75,16385.0,16265.25,4.0,5.0,-1.0,0.169,-1.169,SL
12380,12384,short,sweep,2022-11-15 08:00:00+00:00,16911.0,17014.0,16515.5,16396.0,3.8398,5.0,-1.0,0.197,-1.197,SL
12430,12434,short,trend,2022-11-17 08:00:00+00:00,16567.25,16650.88,16232.75,16149.12,4.0,5.0,-1.0,0.2377,-1.2377,SL
12572,12572,short,trend,2022-11-23 08:00:00+00:00,16397.5,16519.0,15911.5,15450.25,4.0,7.7963,-1.0,0.162,-1.162,SL
12644,12646,long,trend,2022-11-26 08:00:00+00:00,16594.5,16549.25,16775.5,16667.0,4.0,1.6022,-1.0,0.4401,-1.4401,SL
12740,12749,short,trend,2022-11-30 08:00:00+00:00,16771.5,16948.25,16064.5,16439.1,4.0,1.8806,-1.0,0.1139,-1.1139,SL
12767,12768,short,trend,2022-12-01 08:00:00+00:00,17134.75,17174.88,16974.25,16605.67,4.0,13.1859,-1.0,0.5124,-1.5124,SL
12788,12790,short,trend,2022-12-02 08:00:00+00:00,16949.0,16995.25,16764.0,16872.0,4.0,1.6649,-1.0,0.4398,-1.4398,SL
12884,12884,long,trend,2022-12-06 08:00:00+00:00,17023.5,16988.75,17162.5,17112.88,4.0,2.5719,-1.0,0.5879,-1.5879,SL
12908,12941,long,sweep,2022-12-07 08:00:00+00:00,16793.0,16688.75,17135.0,16994.38,3.2806,1.9317,2.9433,0.1933,2.75,TP1+TP
13005,13008,long,trend,2022-12-11 08:00:00+00:00,17149.75,17132.12,17220.25,17216.25,4.0,3.773,-1.0,1.1676,-2.1676,SL
13196,13196,short,trend,2022-12-19 08:00:00+00:00,16709.0,16757.0,16517.0,16613.6,4.0,1.9875,-1.0,0.4177,-1.4177,SL
13292,13296,long,trend,2022-12-23 08:00:00+00:00,16842.0,16811.25,16965.0,16931.0,4.0,2.8943,-1.0,0.6572,-1.6572,SL
13340,13340,short,trend,2022-12-25 08:00:00+00:00,16823.75,16833.38,16785.25,16807.38,4.0,1.7013,-1.0,2.0975,-3.0975,SL
13378,13378,short,trend,2022-12-26 08:00:00+00:00,16863.5,16887.75,16766.5,16806.8,4.0,2.3381,-1.0,0.8345,-1.8345,SL
13412,13418,long,trend,2022-12-28 08:00:00+00:00,16652.25,16603.62,16846.75,16738.43,4.0,1.7723,-1.0,0.411,-1.411,SL
13436,13440,long,trend,2022-12-29 08:00:00+00:00,16540.75,16515.38,16642.25,16587.67,4.0,1.8489,3.4622,0.7822,2.68,TP1+TP
13486,13488,short,trend,2022-12-31 08:00:00+00:00,16590.25,16608.62,16516.75,16538.95,4.0,2.7918,-1.0,1.0834,-2.0834,SL
13546,13563,long,trend,2023-01-02 08:00:00+00:00,16663.0,16607.5,16885.0,16790.58,4.0,2.2988,-1.0,0.3603,-1.3603,SL
13586,13630,long,trend,2023-01-04 08:00:00+00:00,16775.25,16713.62,17021.75,16905.6,4.0,2.1152,-1.0,0.3267,-1.3267,SL
13652,13652,long,trend,2023-01-07 08:00:00+00:00,16945.0,16930.5,17003.0,16983.33,4.0,2.6437,-1.0,1.4023,-2.4023,SL
13676,13679,long,trend,2023-01-08 08:00:00+00:00,16926.5,16916.75,16965.5,16976.44,4.0,5.1225,-1.0,2.0833,-3.0833,SL
13712,13714,long,trend,2023-01-09 08:00:00+00:00,17171.5,17132.75,17326.5,17272.5,4.0,2.6065,-1.0,0.5318,-1.5318,SL
13749,13751,long,trend,2023-01-11 08:00:00+00:00,17428.0,17394.5,17562.0,17531.0,4.0,3.0746,-1.0,0.6243,-1.6243,SL
13772,13776,long,trend,2023-01-12 08:00:00+00:00,18136.5,18016.25,18617.5,18378.0,4.0,2.0083,-1.0,0.181,-1.181,SL
13820,13821,long,trend,2023-01-14 08:00:00+00:00,20709.75,20289.62,22390.25,21361.5,4.0,1.5513,-1.0,0.0592,-1.0592,SL
13844,13844,long,trend,2023-01-15 08:00:00+00:00,20778.75,20666.88,21226.25,20963.0,4.0,1.6469,-1.0,0.2229,-1.2229,SL
13868,13868,long,trend,2023-01-16 08:00:00+00:00,21112.0,20943.0,21788.0,21447.21,4.0,1.9835,-1.0,0.1499,-1.1499,SL
13897,13897,long,trend,2023-01-17 08:00:00+00:00,21060.75,20942.62,21533.25,21285.42,4.0,1.9019,3.0,0.214,2.786,TP1+BE
13916,13916,long,trend,2023-01-18 08:00:00+00:00,21227.75,21156.88,21511.25,21362.83,4.0,1.9059,-1.0,0.3594,-1.3594,SL
13940,13942,long,trend,2023-01-19 08:00:00+00:00,20760.5,20705.25,20981.5,20896.9,4.0,2.4688,-1.0,0.4509,-1.4509,SL
14060,14060,long,trend,2023-01-24 08:00:00+00:00,23013.5,22937.5,23317.5,23253.25,4.0,3.1546,-1.0,0.3634,-1.3634,SL
14156,14156,long,trend,2023-01-28 08:00:00+00:00,23067.5,23004.75,23318.5,23177.17,4.0,1.7477,-1.0,0.4411,-1.4411,SL
14229,14233,long,trend,2023-01-31 08:00:00+00:00,22854.75,22788.88,23118.25,22977.4,4.0,1.8619,3.4655,0.4163,3.0491,TP1+TP
14300,14301,long,sweep,2023-02-03 08:00:00+00:00,23431.0,23383.75,23599.5,23514.75,3.5661,1.7725,-1.0,0.5951,-1.5951,SL
14324,14324,long,trend,2023-02-04 08:00:00+00:00,23360.25,23310.38,23559.75,23463.88,4.0,2.0777,-1.0,0.5621,-1.5621,SL
14351,14351,long,trend,2023-02-05 08:00:00+00:00,23329.5,23277.0,23539.5,23463.88,4.0,2.5595,-1.0,0.5332,-1.5332,SL
14372,14374,long,trend,2023-02-06 08:00:00+00:00,22855.25,22733.88,23340.75,23093.57,4.0,1.9635,-1.0,0.226,-1.226,SL
14564,14564,short,trend,2023-02-14 08:00:00+00:00,21744.45,21777.62,21611.75,21605.88,4.0,4.1771,-1.0,0.7865,-1.7865,SL
14588,14588,short,trend,2023-02-15 08:00:00+00:00,22109.1,22147.65,21954.9,22045.0,4.0,1.6628,-1.0,0.6882,-1.6882,SL
14612,14618,short,trend,2023-02-16 08:00:00+00:00,24613.15,24776.53,23959.65,24296.5,4.0,1.9382,-1.0,0.1808,-1.1808,SL
14636,14636,short,trend,2023-02-17 08:00:00+00:00,23627.75,23771.62,23052.25,23350.0,4.0,1.9305,-1.0,0.1971,-1.1971,SL
14660,14661,long,trend,2023-02-18 08:00:00+00:00,24611.15,24519.28,24978.65,24944.95,4.0,3.6332,-1.0,0.3215,-1.3215,SL
14732,14732,long,trend,2023-02-21 08:00:00+00:00,24952.3,24871.8,25274.3,25131.45,4.0,2.2255,-1.0,0.372,-1.372,SL
14756,14756,long,trend,2023-02-22 08:00:00+00:00,24165.5,24010.25,24786.5,24455.75,4.0,1.8696,-1.0,0.1868,-1.1868,SL
14780,14781,long,trend,2023-02-23 08:00:00+00:00,24362.3,24242.0,24843.5,24869.7,4.0,4.2178,-1.0,0.243,-1.243,SL
14807,14810,short,trend,2023-02-24 08:00:00+00:00,23950.0,24040.0,23590.0,23754.12,4.0,2.1764,3.5441,0.3193,3.2248,TP1+TP
14828,14830,short,trend,2023-02-25 08:00:00+00:00,23113.6,23163.2,22915.2,22935.86,4.0,3.5835,3.8959,0.5592,3.3367,TP1+TP
14852,14852,short,trend,2023-02-26 08:00:00+00:00,23154.4,23201.55,22965.8,23065.75,4.0,1.8802,-1.0,0.5893,-1.5893,SL
14880,14880,short,trend,2023-02-27 08:00:00+00:00,23489.6,23563.4,23194.4,23350.0,4.0,1.8916,-1.0,0.3819,-1.3819,SL
14901,14903,short,trend,2023-02-28 08:00:00+00:00,23377.05,23460.57,23042.95,23202.08,4.0,2.0948,-1.0,0.3359,-1.3359,SL
15172,15175,short,trend,2023-03-11 08:00:00+00:00,20243.2,20457.2,19387.2,19868.25,4.0,1.7521,-1.0,0.1135,-1.1135,SL
15188,15189,short,trend,2023-03-12 08:00:00+00:00,20376.8,20434.75,20145.0,20231.92,4.0,2.5001,-1.0,0.422,-1.422,SL
15212,15216,short,trend,2023-03-13 08:00:00+00:00,22219.7,22403.85,21483.1,21923.7,4.0,1.6074,-1.0,0.1448,-1.1448,SL
15237,15237,short,trend,2023-03-14 08:00:00+00:00,24416.7,24633.8,23548.3,23848.55,4.0,2.617,-1.0,0.135,-1.135,SL
15260,15263,short,trend,2023-03-15 08:00:00+00:00,24707.6,24903.35,23924.6,24298.0,4.0,2.0925,-1.0,0.1515,-1.1515,SL
15332,15332,long,trend,2023-03-18 08:00:00+00:00,27379.65,27209.48,28060.35,29394.25,4.0,11.8384,-1.0,0.1931,-1.1931,SL
15356,15356,long,trend,2023-03-19 08:00:00+00:00,27046.55,26931.38,27507.25,29394.25,4.0,20.3838,-1.0,0.2818,-1.2818,SL
15386,15402,long,trend,2023-03-20 08:00:00+00:00,27688.7,27405.85,28820.1,29394.25,4.0,6.0299,-1.0,0.1175,-1.1175,SL
15404,15438,long,trend,2023-03-21 08:00:00+00:00,27620.95,27456.58,28278.45,29394.25,4.0,10.7881,3.0,0.2016,2.7984,TP1+BE
15456,15457,long,trend,2023-03-23 08:00:00+00:00,27392.25,27247.88,27969.75,28305.15,4.0,6.3231,3.0,0.2277,2.7723,TP1+BE
15548,15551,long,trend,2023-03-27 08:00:00+00:00,27826.2,27734.3,28193.8,28211.77,4.0,4.1955,-1.0,0.3633,-1.3633,SL
15596,15596,short,trend,2023-03-29 08:00:00+00:00,27698.2,27937.3,26741.8,27281.03,4.0,1.7448,-1.0,0.139,-1.139,SL
15622,15727,short,trend,2023-03-30 08:00:00+00:00,28625.7,28911.45,27482.7,28044.6,4.0,2.0336,3.5084,0.1202,3.3882,TP1+TP
15764,15767,short,trend,2023-04-05 08:00:00+00:00,28438.5,28617.8,27721.3,28029.73,4.0,2.2798,-1.0,0.1903,-1.1903,SL
15812,15812,long,trend,2023-04-07 08:00:00+00:00,27924.55,27839.78,28263.65,28172.42,4.0,2.9239,-1.0,0.3953,-1.3953,SL
15836,15844,long,trend,2023-04-08 08:00:00+00:00,28005.1,27925.55,28323.3,28172.42,4.0,2.1034,-1.0,0.4225,-1.4225,SL
15983,15985,long,trend,2023-04-14 08:00:00+00:00,30681.1,30490.8,31442.3,31021.7,4.0,1.7898,-1.0,0.1935,-1.1935,SL
16004,16008,long,trend,2023-04-15 08:00:00+00:00,30411.6,30325.9,30754.4,30551.62,4.0,1.6339,-1.0,0.4258,-1.4258,SL
16030,16032,long,trend,2023-04-16 08:00:00+00:00,30252.0,30183.0,30528.0,30459.72,4.0,3.0104,-1.0,0.5261,-1.5261,SL
16052,16052,long,trend,2023-04-17 08:00:00+00:00,30013.65,29866.33,30602.95,30354.56,4.0,2.314,-1.0,0.2445,-1.2445,SL
16124,16127,short,trend,2023-04-20 08:00:00+00:00,28803.65,28943.23,28245.35,28155.33,4.0,4.645,-1.0,0.2476,-1.2476,SL
16148,16152,short,trend,2023-04-21 08:00:00+00:00,28084.0,28226.0,27516.0,27863.28,4.0,1.5544,-1.0,0.2373,-1.2373,SL
16172,16175,short,trend,2023-04-22 08:00:00+00:00,27262.9,27329.35,26997.1,27147.75,4.0,1.7329,-1.0,0.4923,-1.4923,SL
16196,16196,short,trend,2023-04-23 08:00:00+00:00,27599.6,27699.8,27198.8,27420.3,4.0,1.7894,-1.0,0.3305,-1.3305,SL
16224,16228,short,trend,2023-04-24 08:00:00+00:00,27661.0,27825.0,27005.0,27285.26,4.0,2.2911,3.5728,0.2024,3.3704,TP1+TP
16316,16316,long,trend,2023-04-28 08:00:00+00:00,29457.7,29389.65,29729.9,29655.5,4.0,2.9067,-1.0,0.5195,-1.5195,SL
16412,16412,long,trend,2023-05-02 08:00:00+00:00,28005.0,27932.5,28295.0,28180.97,4.0,2.4272,-1.0,0.4635,-1.4635,SL
16460,16461,short,trend,2023-05-04 08:00:00+00:00,29086.05,29157.57,28799.95,28908.45,4.0,2.483,-1.0,0.488,-1.488,SL
16532,16532,long,trend,2023-05-07 08:00:00+00:00,28926.5,28825.1,29332.1,29122.2,4.0,1.93,-1.0,0.3423,-1.3423,SL
16556,16556,long,trend,2023-05-08 08:00:00+00:00,28207.5,28003.75,29022.5,28561.22,4.0,1.7361,-1.0,0.1661,-1.1661,SL
16580,16582,long,trend,2023-05-09 08:00:00+00:00,27582.2,27503.75,27896.0,27757.26,4.0,2.2315,-1.0,0.4219,-1.4219,SL
16657,16664,short,trend,2023-05-12 08:00:00+00:00,26590.8,26834.85,25614.6,24645.25,4.0,7.9719,-1.0,0.1307,-1.1307,SL
16676,16685,short,trend,2023-05-13 08:00:00+00:00,26825.85,26900.82,26525.95,26675.0,4.0,2.012,-1.0,0.4294,-1.4294,SL
16700,16700,short,trend,2023-05-14 08:00:00+00:00,26709.65,26797.33,26358.95,26552.17,4.0,1.7961,-1.0,0.3656,-1.3656,SL
16820,16820,short,trend,2023-05-19 08:00:00+00:00,26843.35,26898.07,26624.45,26711.55,4.0,2.4084,-1.0,0.5886,-1.5886,SL
16844,16844,short,trend,2023-05-20 08:00:00+00:00,26854.1,26873.05,26778.3,26820.77,4.0,1.759,-1.0,1.7005,-2.7005,SL
16925,16934,long,trend,2023-05-23 08:00:00+00:00,27141.6,26964.6,27849.6,27500.17,4.0,2.0258,-1.0,0.184,-1.184,SL
16940,16940,long,trend,2023-05-24 08:00:00+00:00,26895.0,26737.5,27525.0,27169.8,4.0,1.7448,-1.0,0.2049,-1.2049,SL
17036,17036,short,trend,2023-05-28 08:00:00+00:00,27013.1,27143.8,26490.3,26809.97,4.0,1.5542,-1.0,0.248,-1.248,SL
17088,17089,long,trend,2023-05-30 08:00:00+00:00,27750.85,27661.27,28109.15,27972.96,4.0,2.4796,-1.0,0.3718,-1.3718,SL
17156,17156,short,trend,2023-06-02 08:00:00+00:00,26848.35,27032.17,26113.05,26515.21,4.0,1.8123,-1.0,0.1753,-1.1753,SL
17181,17186,short,trend,2023-06-03 08:00:00+00:00,27161.0,27199.65,27006.4,27097.33,4.0,1.6473,-1.0,0.8433,-1.8433,SL
17204,17204,short,trend,2023-06-04 08:00:00+00:00,27050.6,27102.7,26842.2,26940.22,4.0,2.1185,-1.0,0.623,-1.623,SL
17252,17254,long,trend,2023-06-06 08:00:00+00:00,25691.75,25637.67,25908.05,26500.93,4.0,14.9641,-1.0,0.5701,-1.5701,SL
17276,17276,long,trend,2023-06-07 08:00:00+00:00,27058.65,26889.48,27735.35,27371.94,4.0,1.8519,-1.0,0.1919,-1.1919,SL
17300,17300,short,trend,2023-06-08 08:00:00+00:00,26349.05,26428.42,26031.55,26122.0,4.0,2.8605,-1.0,0.3983,-1.3983,SL
17396,17396,short,trend,2023-06-12 08:00:00+00:00,25809.4,25912.2,25398.2,25609.85,4.0,1.9411,-1.0,0.3013,-1.3013,SL
17468,17468,long,trend,2023-06-15 08:00:00+00:00,25029.2,24945.1,25365.6,25202.5,4.0,2.0606,-1.0,0.3571,-1.3571,SL
17492,17492,short,trend,2023-06-16 08:00:00+00:00,25523.0,25573.1,25322.6,25339.9,4.0,3.6547,-1.0,0.6113,-1.6113,SL
17516,17573,short,trend,2023-06-17 08:00:00+00:00,26525.7,26706.25,25803.5,26132.65,4.0,2.177,-1.0,0.1763,-1.1763,SL
17588,17595,long,sweep,2023-06-20 08:00:00+00:00,26747.0,26640.22,27166.0,26977.1,3.9241,2.155,3.4819,0.3006,3.1813,TP1+TP
17636,17638,long,trend,2023-06-22 08:00:00+00:00,30186.65,30031.18,30808.55,30483.47,4.0,1.9091,-1.0,0.233,-1.233,SL
17661,17665,long,trend,2023-06-23 08:00:00+00:00,29932.5,29858.9,30226.9,30057.75,4.0,1.7018,3.4254,0.488,2.9374,TP1+TP
17690,17690,long,trend,2023-06-24 08:00:00+00:00,30563.95,30458.43,30986.05,30784.0,4.0,2.0853,-1.0,0.3476,-1.3476,SL
17708,17708,long,trend,2023-06-25 08:00:00+00:00,30749.55,30603.28,31334.65,31028.37,4.0,1.9061,-1.0,0.2523,-1.2523,SL
17785,17790,short,trend,2023-06-28 08:00:00+00:00,30415.35,30555.02,29856.65,30115.06,4.0,2.1499,3.5375,0.2613,3.2762,TP1+TP
17804,17805,short,sweep,2023-06-29 08:00:00+00:00,30372.8,30468.45,30027.8,30217.52,3.6069,1.6235,-1.0,0.381,-1.381,SL
17828,17831,short,trend,2023-06-30 08:00:00+00:00,30813.5,31052.7,29856.7,30374.3,4.0,1.8361,-1.0,0.1546,-1.1546,SL
17924,17924,long,trend,2023-07-04 08:00:00+00:00,31091.55,30977.73,31546.85,31305.55,4.0,1.8801,-1.0,0.3278,-1.3278,SL
17948,17948,long,sweep,2023-07-05 08:00:00+00:00,30752.6,30719.82,30869.1,30884.55,3.5545,4.0259,-1.0,1.126,-2.126,SL
17975,17976,long,trend,2023-07-06 08:00:00+00:00,30577.4,30446.1,31102.6,30794.98,4.0,1.6571,-1.0,0.2795,-1.2795,SL
18047,18049,short,trend,2023-07-09 08:00:00+00:00,30307.25,30348.12,30143.75,30232.86,4.0,1.8199,-1.0,0.8898,-1.8898,SL
18188,18192,long,trend,2023-07-15 08:00:00+00:00,30302.65,30261.98,30465.35,30482.69,4.0,4.4262,-1.0,0.894,-1.894,SL
18236,18236,long,trend,2023-07-17 08:00:00+00:00,30236.65,30196.48,30397.35,30349.88,4.0,2.8185,-1.0,0.9031,-1.9031,SL
18284,18288,short,trend,2023-07-19 08:00:00+00:00,30011.7,30100.8,29655.3,29741.3,4.0,3.0348,-1.0,0.4042,-1.4042,SL
