entry_bar,exit_bar,side,setup,ts,entry,sl,tp1,tp,first_close_r,tp_full_r,gross_r,fee_r,net_r,reason
27068,27072,long,trend,2024-07-19 08:00:00+00:00,63878.7,63579.85,65074.1,64488.38,4.0,2.0401,3.51,0.2565,3.2535,TP1+TP
27092,27096,long,trend,2024-07-20 08:00:00+00:00,66499.7,66350.85,67095.1,66911.5,4.0,2.7665,-1.0,0.5361,-1.5361,SL
27116,27116,long,trend,2024-07-21 08:00:00+00:00,66977.0,66766.5,67819.0,67357.92,4.0,1.8096,-1.0,0.3818,-1.3818,SL
27140,27140,long,trend,2024-07-22 08:00:00+00:00,67788.95,67449.48,69146.85,68526.13,4.0,2.1715,-1.0,0.2396,-1.2396,SL
27164,27166,long,trend,2024-07-23 08:00:00+00:00,66974.9,66602.45,68464.7,67681.31,4.0,1.8967,-1.0,0.2158,-1.2158,SL
27197,27197,long,trend,2024-07-24 08:00:00+00:00,65806.35,65627.88,66520.25,66159.44,4.0,1.9784,3.0,0.4425,2.5575,TP1+BE
27236,27236,short,trend,2024-07-26 08:00:00+00:00,66581.0,67024.0,64809.0,65777.96,4.0,1.8127,-1.0,0.1804,-1.1804,SL
27260,27260,short,trend,2024-07-27 08:00:00+00:00,67952.05,68120.08,67279.95,67475.73,4.0,2.8348,-1.0,0.4853,-1.4853,SL
27285,27287,short,trend,2024-07-28 08:00:00+00:00,67671.2,67993.35,66382.6,66826.8,4.0,2.6211,-1.0,0.2521,-1.2521,SL
27313,27313,long,trend,2024-07-29 08:00:00+00:00,69029.05,68593.58,70770.95,69834.67,4.0,1.85,-1.0,0.1902,-1.1902,SL
27332,27337,long,trend,2024-07-30 08:00:00+00:00,66380.15,66090.77,67537.65,66949.8,4.0,1.9686,-1.0,0.2753,-1.2753,SL
27357,27366,long,trend,2024-07-31 08:00:00+00:00,66005.0,65741.0,67061.0,66419.85,4.0,1.5714,-1.0,0.3,-1.3,SL
27385,27386,long,trend,2024-08-01 08:00:00+00:00,64168.0,63840.75,65477.0,64728.66,4.0,1.7132,-1.0,0.2353,-1.2353,SL
27428,27428,short,trend,2024-08-03 08:00:00+00:00,61204.15,61573.73,59725.85,60530.1,4.0,1.8239,-1.0,0.1987,-1.1987,SL
27452,27454,short,trend,2024-08-04 08:00:00+00:00,60657.05,60872.53,59795.15,60074.92,4.0,2.7016,-1.0,0.3378,-1.3378,SL
27481,27491,short,trend,2024-08-05 08:00:00+00:00,53596.2,55937.25,44232.0,50067.0,4.0,1.5075,-1.0,0.0275,-1.0275,SL
27500,27505,short,trend,2024-08-06 08:00:00+00:00,55102.65,55695.32,52731.95,54111.83,4.0,1.6718,-1.0,0.1116,-1.1116,SL
27524,27524,short,trend,2024-08-07 08:00:00+00:00,56402.0,56843.8,54634.8,55599.3,4.0,1.8169,-1.0,0.1532,-1.1532,SL
27548,27548,short,trend,2024-08-08 08:00:00+00:00,56189.9,56932.35,53220.1,54305.9,4.0,2.5375,-1.0,0.0908,-1.0908,SL
27596,27600,long,trend,2024-08-10 08:00:00+00:00,60841.45,60532.22,62078.35,61513.14,4.0,2.1722,-1.0,0.2361,-1.2361,SL
27644,27646,long,trend,2024-08-12 08:00:00+00:00,58314.3,57934.65,59832.9,58889.84,4.0,1.516,3.379,0.1843,3.1947,TP1+TP
27668,27668,long,trend,2024-08-13 08:00:00+00:00,59358.95,59087.27,60445.65,59915.27,4.0,2.0477,-1.0,0.2622,-1.2622,SL
27743,27749,long,trend,2024-08-16 08:00:00+00:00,57845.85,57458.77,59394.15,58462.17,4.0,1.5922,3.3981,0.1793,3.2187,TP1+TP
27764,27764,short,trend,2024-08-17 08:00:00+00:00,59067.65,59218.98,58462.35,58769.7,4.0,1.9689,-1.0,0.4684,-1.4684,SL
27788,27788,short,trend,2024-08-18 08:00:00+00:00,59755.25,60021.88,58688.75,59120.8,4.0,2.3796,-1.0,0.2689,-1.2689,SL
27838,27841,long,trend,2024-08-20 08:00:00+00:00,60390.95,59858.52,62520.65,61265.2,4.0,1.642,-1.0,0.1361,-1.1361,SL
27860,27864,long,trend,2024-08-21 08:00:00+00:00,59219.2,58973.8,60200.8,59713.23,4.0,2.0132,-1.0,0.2896,-1.2896,SL
27888,27913,long,trend,2024-08-22 08:00:00+00:00,60411.95,60017.92,61988.05,61061.96,4.0,1.6497,3.4124,0.184,3.2284,TP1+TP
27934,27944,long,trend,2024-08-24 08:00:00+00:00,63964.9,63780.85,64701.1,64288.66,4.0,1.7591,-1.0,0.417,-1.417,SL
27956,27956,long,trend,2024-08-25 08:00:00+00:00,64275.0,64012.5,65325.0,64740.55,4.0,1.7735,-1.0,0.2938,-1.2938,SL
27980,27980,long,trend,2024-08-26 08:00:00+00:00,63993.3,63766.15,64901.9,64482.13,4.0,2.152,-1.0,0.3381,-1.3381,SL
28076,28076,short,trend,2024-08-30 08:00:00+00:00,59104.5,59335.25,58181.5,58550.31,4.0,2.4017,-1.0,0.3074,-1.3074,SL
28133,28133,short,trend,2024-09-01 08:00:00+00:00,58386.45,58719.77,57053.15,57732.31,4.0,1.9625,-1.0,0.2102,-1.2102,SL
28148,28148,short,trend,2024-09-02 08:00:00+00:00,57521.2,57745.7,56623.2,57092.97,4.0,1.9075,-1.0,0.3075,-1.3075,SL
28175,28176,short,trend,2024-09-03 08:00:00+00:00,59314.2,59559.6,58332.6,58778.37,4.0,2.1835,3.5459,0.29,3.2558,TP1+TP
28196,28201,short,trend,2024-09-04 08:00:00+00:00,56712.35,57318.02,54289.65,55544.47,4.0,1.9282,-1.0,0.1124,-1.1124,SL
28245,28247,short,trend,2024-09-06 08:00:00+00:00,56024.85,56434.77,54385.15,54305.9,4.0,4.1933,-1.0,0.164,-1.164,SL
28268,28268,short,trend,2024-09-07 08:00:00+00:00,54058.6,54221.4,53407.4,53633.58,4.0,2.6107,-1.0,0.3985,-1.3985,SL
28292,28292,short,trend,2024-09-08 08:00:00+00:00,54253.8,54409.65,53630.4,53768.75,4.0,3.1123,-1.0,0.4177,-1.4177,SL
28316,28316,short,trend,2024-09-09 08:00:00+00:00,54968.05,55171.93,54152.55,54305.9,4.0,3.2478,-1.0,0.3235,-1.3235,SL
28364,28364,long,trend,2024-09-11 08:00:00+00:00,56885.05,56461.43,58579.55,57714.96,4.0,1.9591,-1.0,0.1611,-1.1611,SL
28390,28391,long,trend,2024-09-12 08:00:00+00:00,57882.25,57590.38,59049.75,58333.97,4.0,1.5477,-1.0,0.238,-1.238,SL
28412,28414,long,trend,2024-09-13 08:00:00+00:00,57966.4,57833.55,58497.8,58333.97,4.0,2.7668,-1.0,0.5236,-1.5236,SL
28436,28436,long,trend,2024-09-14 08:00:00+00:00,60217.7,60034.45,60950.7,60674.45,4.0,2.4925,-1.0,0.3943,-1.3943,SL
28460,28460,long,trend,2024-09-15 08:00:00+00:00,60104.95,60032.27,60395.65,60297.5,4.0,2.6495,-1.0,0.9924,-1.9924,SL
28484,28488,long,trend,2024-09-16 08:00:00+00:00,58623.5,58344.25,59740.5,59191.33,4.0,2.0334,-1.0,0.2519,-1.2519,SL
28541,28541,short,trend,2024-09-18 08:00:00+00:00,60291.0,60519.0,59379.0,59845.82,4.0,1.9526,-1.0,0.3173,-1.3173,SL
28580,28584,long,trend,2024-09-20 08:00:00+00:00,63347.1,62954.8,64916.3,63999.4,4.0,1.6628,-1.0,0.1938,-1.1938,SL
28604,28621,long,trend,2024-09-21 08:00:00+00:00,62996.4,62854.6,63563.6,63360.9,4.0,2.5705,-1.0,0.5331,-1.5331,SL
28628,28628,long,trend,2024-09-22 08:00:00+00:00,63089.4,62923.55,63752.8,63364.27,4.0,1.6573,-1.0,0.4565,-1.4565,SL
28681,28681,long,trend,2024-09-24 08:00:00+00:00,63091.05,62862.53,64005.15,63602.42,4.0,2.2377,-1.0,0.3313,-1.3313,SL
28700,28700,long,trend,2024-09-25 08:00:00+00:00,64216.95,63887.17,65536.05,64773.83,4.0,1.6887,-1.0,0.2337,-1.2337,SL
28772,28772,long,trend,2024-09-28 08:00:00+00:00,66004.1,65846.2,66635.7,66430.15,4.0,2.6983,-1.0,0.5016,-1.5016,SL
28796,28797,long,trend,2024-09-29 08:00:00+00:00,65670.25,65520.38,66269.75,66159.44,4.0,3.264,-1.0,0.5258,-1.5258,SL
28820,28820,long,sweep,2024-09-30 08:00:00+00:00,64297.9,63939.2,65604.8,65050.64,3.6434,2.0985,-1.0,0.2151,-1.2151,SL
28940,28940,short,trend,2024-10-05 08:00:00+00:00,61949.9,62099.85,61350.1,61590.72,4.0,2.3954,-1.0,0.4958,-1.4958,SL
29060,29064,long,trend,2024-10-10 08:00:00+00:00,60741.7,60540.35,61547.1,61069.85,4.0,1.6297,-1.0,0.362,-1.362,SL
29156,29157,short,sweep,2024-10-14 08:00:00+00:00,64403.8,64971.88,62422.5,63511.12,3.4877,1.5714,-1.0,0.136,-1.136,SL
29228,29228,long,trend,2024-10-17 08:00:00+00:00,67485.5,67267.75,68356.5,67954.56,4.0,2.1541,-1.0,0.3719,-1.3719,SL
29252,29261,long,trend,2024-10-18 08:00:00+00:00,67778.5,67467.75,69021.5,68526.02,4.0,2.4055,3.6014,0.2617,3.3396,TP1+TP
29276,29276,long,trend,2024-10-19 08:00:00+00:00,68478.4,68375.1,68891.6,68703.8,4.0,2.182,-1.0,0.7955,-1.7955,SL
29303,29305,long,trend,2024-10-20 08:00:00+00:00,68258.5,68166.7,68625.7,68508.53,4.0,2.7236,3.6809,0.8923,2.7886,TP1+TP
29324,29324,long,trend,2024-10-21 08:00:00+00:00,69005.8,68731.2,70104.2,69588.53,4.0,2.1221,-1.0,0.3016,-1.3016,SL
29348,29348,long,trend,2024-10-22 08:00:00+00:00,67178.55,66869.72,68413.85,67770.03,4.0,1.9153,-1.0,0.261,-1.261,SL
29397,29399,short,trend,2024-10-24 08:00:00+00:00,67073.2,67355.15,65945.4,66571.55,4.0,1.7792,-1.0,0.2855,-1.2855,SL
29420,29422,short,trend,2024-10-25 08:00:00+00:00,67736.55,67997.27,66693.65,67232.79,4.0,1.9322,-1.0,0.3118,-1.3118,SL
29468,29472,long,trend,2024-10-27 08:00:00+00:00,67106.25,67005.73,67508.35,67294.92,4.0,1.8768,3.4692,0.8011,2.6681,TP1+TP
29540,29542,long,trend,2024-10-30 08:00:00+00:00,72421.1,72224.85,73206.1,72887.05,4.0,2.3743,-1.0,0.4428,-1.4428,SL
29564,29567,long,trend,2024-10-31 08:00:00+00:00,72347.4,72201.95,72929.2,72887.05,4.0,3.7102,-1.0,0.5969,-1.5969,SL
29646,29648,short,trend,2024-11-03 08:00:00+00:00,68601.45,68992.17,67038.55,67524.7,4.0,2.7558,-1.0,0.2107,-1.2107,SL
29660,29664,short,trend,2024-11-04 08:00:00+00:00,68848.5,69172.75,67551.5,68315.15,4.0,1.6449,-1.0,0.2548,-1.2548,SL
29684,29684,short,trend,2024-11-05 08:00:00+00:00,68219.75,68604.88,66679.25,67516.12,4.0,1.827,-1.0,0.2126,-1.2126,SL
29708,29708,short,trend,2024-11-06 08:00:00+00:00,72378.25,73939.02,66135.15,69596.6,4.0,1.7822,-1.0,0.0556,-1.0556,SL
29738,29738,short,trend,2024-11-07 08:00:00+00:00,75297.65,75708.32,73654.95,71658.85,4.0,8.8605,-1.0,0.22,-1.22,SL
29756,29757,short,trend,2024-11-08 08:00:00+00:00,76003.65,76200.47,75216.35,74499.2,4.0,7.6436,-1.0,0.4634,-1.4634,SL
29780,29790,short,trend,2024-11-09 08:00:00+00:00,76490.5,76660.75,75809.5,75574.5,4.0,5.3803,3.0,0.5391,2.4609,TP1+BE
29852,29853,long,trend,2024-11-12 08:00:00+00:00,88321.3,87443.45,91832.7,92710.55,4.0,5.0,-1.0,0.1207,-1.1207,SL
29876,29881,long,trend,2024-11-13 08:00:00+00:00,87364.95,86739.28,89867.65,89968.33,4.0,4.1609,4.0402,0.1676,3.8727,TP1+TP
29905,29905,long,trend,2024-11-14 08:00:00+00:00,90058.25,89610.12,91850.75,92298.88,4.0,5.0,-1.0,0.2412,-1.2412,SL
29930,29932,long,trend,2024-11-15 08:00:00+00:00,87816.9,87450.3,89283.3,89968.33,4.0,5.8686,4.4672,0.2875,4.1797,TP1+TP
29948,29950,long,trend,2024-11-16 08:00:00+00:00,91395.9,91165.7,92316.7,91918.85,4.0,2.2717,-1.0,0.4764,-1.4764,SL
30074,30170,long,trend,2024-11-21 08:00:00+00:00,96000.55,95016.27,99937.65,100921.93,4.0,5.0,-1.0,0.117,-1.117,SL
30332,30332,long,trend,2024-12-02 08:00:00+00:00,97031.5,96411.9,99509.9,98398.13,4.0,2.2057,-1.0,0.1879,-1.1879,SL
30404,30404,short,trend,2024-12-05 08:00:00+00:00,101332.75,103015.77,94600.65,98357.5,4.0,1.7678,-1.0,0.0723,-1.0723,SL
30431,30436,long,trend,2024-12-06 08:00:00+00:00,97599.2,96959.4,100158.4,98835.62,4.0,1.9325,3.4831,0.1831,3.3001,TP1+TP
30478,30479,short,trend,2024-12-08 08:00:00+00:00,99881.35,100149.88,98807.25,99007.77,4.0,3.2533,-1.0,0.4464,-1.4464,SL
30505,30511,short,trend,2024-12-09 08:00:00+00:00,99770.8,100533.45,96720.2,98320.17,4.0,1.9021,3.4755,0.157,3.3185,TP1+TP
30524,30524,short,trend,2024-12-10 08:00:00+00:00,96873.35,97530.18,94246.05,95721.55,4.0,1.7536,-1.0,0.177,-1.177,SL
30620,30620,long,trend,2024-12-14 08:00:00+00:00,101940.8,101537.2,103555.2,102692.1,4.0,1.8615,-1.0,0.3031,-1.3031,SL
30644,30658,long,trend,2024-12-15 08:00:00+00:00,102065.75,101654.57,103710.45,102692.1,4.0,1.5233,3.3808,0.2979,3.083,TP1+TP
30668,30668,long,trend,2024-12-16 08:00:00+00:00,105438.9,104794.45,108016.7,108661.15,4.0,5.0,-1.0,0.1963,-1.1963,SL
30698,30698,long,trend,2024-12-17 08:00:00+00:00,106410.9,106039.5,107896.5,108267.9,4.0,5.0,-1.0,0.3438,-1.3438,SL
30716,30716,long,trend,2024-12-18 08:00:00+00:00,104763.7,103910.4,108176.9,109030.2,4.0,5.0,-1.0,0.1473,-1.1473,SL
30746,30746,long,trend,2024-12-19 08:00:00+00:00,100183.0,99441.5,103149.0,101916.57,4.0,2.3379,-1.0,0.1621,-1.1621,SL
30764,30764,long,trend,2024-12-20 08:00:00+00:00,97066.75,96489.38,99376.25,98252.23,4.0,2.0532,-1.0,0.2017,-1.2017,SL
30788,30791,long,trend,2024-12-21 08:00:00+00:00,98302.7,97712.65,100662.9,99738.57,4.0,2.4335,-1.0,0.1999,-1.1999,SL
30812,30812,short,trend,2024-12-22 08:00:00+00:00,96635.35,97033.48,95042.85,95683.5,4.0,2.3908,-1.0,0.2913,-1.2913,SL
30836,30836,short,trend,2024-12-23 08:00:00+00:00,95052.95,95761.48,92218.85,93620.65,4.0,2.0215,-1.0,0.161,-1.161,SL
30860,30864,short,trend,2024-12-24 08:00:00+00:00,94172.8,94504.9,92844.4,93620.65,4.0,1.6626,-1.0,0.3403,-1.3403,SL
30937,30938,long,trend,2024-12-27 08:00:00+00:00,95583.8,95089.35,97561.6,96427.85,4.0,1.707,-1.0,0.232,-1.232,SL
31055,31057,short,trend,2025-01-01 08:00:00+00:00,93954.45,94206.17,92947.55,93134.0,4.0,3.2593,-1.0,0.4479,-1.4479,SL
31100,31100,long,trend,2025-01-03 08:00:00+00:00,96791.55,96522.52,97867.65,97366.12,4.0,2.1357,-1.0,0.4317,-1.4317,SL
31124,31124,long,trend,2025-01-04 08:00:00+00:00,98024.3,97887.15,98572.9,98244.55,4.0,1.6059,-1.0,0.8577,-1.8577,SL
31148,31148,long,trend,2025-01-05 08:00:00+00:00,98263.5,98137.25,98768.5,98841.1,4.0,4.575,-1.0,0.934,-1.934,SL
31220,31220,long,trend,2025-01-08 08:00:00+00:00,96213.3,95707.8,98235.3,97202.43,4.0,1.9567,-1.0,0.2284,-1.2284,SL
31244,31244,long,trend,2025-01-09 08:00:00+00:00,94223.0,93656.2,96490.2,95351.7,4.0,1.9914,-1.0,0.1995,-1.1995,SL
31272,31272,long,trend,2025-01-10 08:00:00+00:00,93677.5,93042.05,96219.3,94768.65,4.0,1.7171,-1.0,0.1769,-1.1769,SL
31319,31319,short,trend,2025-01-12 08:00:00+00:00,94437.1,94550.5,93983.5,94228.8,4.0,1.8369,-1.0,0.9993,-1.9993,SL
31353,31357,short,trend,2025-01-13 08:00:00+00:00,94552.9,95253.85,91749.1,93134.0,4.0,2.0243,-1.0,0.1619,-1.1619,SL
31460,31467,long,sweep,2025-01-18 08:00:00+00:00,103228.4,102710.52,104617.0,105817.77,2.6813,5.0,2.011,0.2392,1.7718,TP1+BE
31484,31484,long,trend,2025-01-19 08:00:00+00:00,104794.85,104382.88,106442.75,106854.73,4.0,5.0,-1.0,0.3052,-1.3052,SL
31514,31516,long,trend,2025-01-20 08:00:00+00:00,104725.9,102113.0,115177.5,117790.4,4.0,5.0,-1.0,0.0481,-1.0481,SL
31556,31556,long,sweep,2025-01-22 08:00:00+00:00,105264.4,104924.9,106387.4,106961.9,3.3078,5.0,-1.0,0.3721,-1.3721,SL
31652,31652,long,trend,2025-01-26 08:00:00+00:00,105029.2,104748.05,106153.8,105717.3,4.0,2.4474,-1.0,0.4483,-1.4483,SL
31700,31700,short,trend,2025-01-28 08:00:00+00:00,102304.95,102817.42,100255.05,101484.0,4.0,1.6019,-1.0,0.2396,-1.2396,SL
31724,31734,short,sweep,2025-01-29 08:00:00+00:00,102699.8,103095.32,101265.3,101484.0,3.6268,3.0739,-1.0,0.3116,-1.3116,SL
31796,31796,long,trend,2025-02-01 08:00:00+00:00,102384.0,102208.5,103086.0,102672.57,4.0,1.6443,-1.0,0.7001,-1.7001,SL
31873,31880,short,trend,2025-02-04 08:00:00+00:00,99927.65,100806.17,96413.55,98320.17,4.0,1.8298,3.4574,0.1365,3.3209,TP1+TP
31893,31895,short,trend,2025-02-05 08:00:00+00:00,97997.1,98448.55,96191.3,97225.73,4.0,1.7087,-1.0,0.2605,-1.2605,SL
31968,31974,short,trend,2025-02-08 08:00:00+00:00,96281.9,96560.95,95165.7,95680.93,4.0,2.1536,-1.0,0.414,-1.414,SL
31988,31988,short,trend,2025-02-09 08:00:00+00:00,96794.7,97034.85,95834.1,96426.1,4.0,1.5349,-1.0,0.4837,-1.4837,SL
32012,32012,short,trend,2025-02-10 08:00:00+00:00,96417.3,97024.55,93988.3,95265.8,4.0,1.8963,-1.0,0.1905,-1.1905,SL
32036,32036,short,trend,2025-02-11 08:00:00+00:00,97919.1,98189.05,96839.3,97222.5,4.0,2.5805,-1.0,0.4353,-1.4353,SL
32108,32108,short,trend,2025-02-14 08:00:00+00:00,96773.75,96995.27,95887.65,96426.1,4.0,1.5693,-1.0,0.5242,-1.5242,SL
32156,32156,long,trend,2025-02-16 08:00:00+00:00,97421.35,97292.68,97936.05,97849.48,4.0,3.3272,-1.0,0.9085,-1.9085,SL
32180,32186,long,trend,2025-02-17 08:00:00+00:00,96155.15,95942.72,97004.85,96830.63,4.0,3.1799,-1.0,0.5432,-1.5432,SL
32204,32204,long,trend,2025-02-18 08:00:00+00:00,95733.8,95463.7,96814.2,96414.87,4.0,2.5215,-1.0,0.4253,-1.4253,SL
32238,32239,long,trend,2025-02-19 08:00:00+00:00,95466.0,95237.3,96380.8,95897.92,4.0,1.8886,3.4721,0.5009,2.9712,TP1+TP
32252,32252,short,trend,2025-02-20 08:00:00+00:00,96903.2,97161.55,95869.8,96426.1,4.0,1.8467,-1.0,0.4501,-1.4501,SL
32276,32276,short,trend,2025-02-21 08:00:00+00:00,98301.55,98434.77,97768.65,97803.67,4.0,3.7372,-1.0,0.8854,-1.8854,SL
32300,32300,short,trend,2025-02-22 08:00:00+00:00,96227.35,96433.62,95402.25,95684.56,4.0,2.6314,-1.0,0.5598,-1.5598,SL
32324,32324,long,trend,2025-02-23 08:00:00+00:00,96379.25,96250.38,96894.75,96717.46,4.0,2.6243,-1.0,0.8974,-1.8974,SL
32348,32349,long,trend,2025-02-24 08:00:00+00:00,95812.4,95450.45,97260.2,96425.91,4.0,1.695,-1.0,0.3177,-1.3177,SL
32372,32372,long,trend,2025-02-25 08:00:00+00:00,90307.05,89200.12,94734.75,94238.6,4.0,3.5518,-1.0,0.0979,-1.0979,SL
32396,32399,long,sweep,2025-02-26 08:00:00+00:00,88446.4,88131.82,89389.9,89968.33,2.9993,4.8381,-1.0,0.3374,-1.3374,SL
32492,32498,short,trend,2025-03-02 08:00:00+00:00,86044.45,86323.23,84929.35,75617.57,4.0,37.4025,-1.0,0.3704,-1.3704,SL
32518,32520,short,trend,2025-03-03 08:00:00+00:00,92782.25,93598.23,89518.35,91481.95,4.0,1.5936,-1.0,0.1364,-1.1364,SL
32588,32588,long,trend,2025-03-06 08:00:00+00:00,91371.45,90666.38,94191.75,94238.6,4.0,4.0664,-1.0,0.1555,-1.1555,SL
32732,32735,short,trend,2025-03-12 08:00:00+00:00,82491.55,83114.77,79998.65,75617.57,4.0,11.0297,-1.0,0.1588,-1.1588,SL
32759,32762,short,trend,2025-03-13 08:00:00+00:00,83577.15,83960.17,82045.05,81165.25,4.0,6.297,4.5742,0.2618,4.3124,TP1+TP
32807,32811,short,trend,2025-03-15 08:00:00+00:00,84221.15,84441.47,83339.85,81165.25,4.0,13.87,-1.0,0.4587,-1.4587,SL
32929,32931,short,trend,2025-03-20 08:00:00+00:00,86383.0,86891.5,84349.0,85607.07,4.0,1.5259,3.3815,0.2039,3.1776,TP1+TP
33044,33044,long,trend,2025-03-25 08:00:00+00:00,86953.65,86607.32,88338.95,89968.33,4.0,8.7048,-1.0,0.3013,-1.3013,SL
33071,33072,long,trend,2025-03-26 08:00:00+00:00,87632.1,87306.15,88935.9,88525.05,4.0,2.7395,-1.0,0.3226,-1.3226,SL
33188,33189,short,trend,2025-03-31 08:00:00+00:00,81808.85,82107.12,80615.75,81159.1,4.0,2.1784,-1.0,0.3291,-1.3291,SL
33212,33212,short,trend,2025-04-01 08:00:00+00:00,82974.2,83273.5,81777.0,82300.34,4.0,2.2515,-1.0,0.3327,-1.3327,SL
33236,33236,short,trend,2025-04-02 08:00:00+00:00,84551.1,84893.05,83183.3,83597.23,4.0,2.7895,-1.0,0.2967,-1.2967,SL
33260,33260,short,trend,2025-04-03 08:00:00+00:00,82997.55,83442.77,81216.65,82300.34,4.0,1.566,-1.0,0.2237,-1.2237,SL
33308,33312,short,trend,2025-04-05 08:00:00+00:00,83774.15,84009.07,82834.45,82576.3,4.0,5.0989,4.2747,0.4279,3.8468,TP1+TP
33382,33384,short,trend,2025-04-08 08:00:00+00:00,79786.25,80309.93,77691.55,75617.57,4.0,7.9604,-1.0,0.1828,-1.1828,SL
33404,33404,short,trend,2025-04-09 08:00:00+00:00,76238.0,77074.05,72893.8,74505.12,4.0,2.0727,-1.0,0.1094,-1.1094,SL
33524,33528,long,trend,2025-04-14 08:00:00+00:00,84586.65,84112.07,86484.95,85489.77,4.0,1.903,-1.0,0.2139,-1.2139,SL
33553,33554,long,trend,2025-04-15 08:00:00+00:00,85087.1,84694.0,86659.5,86542.2,4.0,3.7016,-1.0,0.2597,-1.2597,SL
33576,33577,long,trend,2025-04-16 08:00:00+00:00,83482.75,83268.88,84338.25,83818.54,4.0,1.57,3.3925,0.4684,2.9241,TP1+TP
33596,33601,long,trend,2025-04-17 08:00:00+00:00,84390.25,84076.12,85646.75,84945.55,4.0,1.7678,-1.0,0.3224,-1.3224,SL
33788,33793,long,trend,2025-04-25 08:00:00+00:00,93587.8,93181.7,95212.2,94333.77,4.0,1.8369,3.4592,0.2765,3.1827,TP1+TP
33812,33814,long,sweep,2025-04-26 08:00:00+00:00,94268.0,94046.52,95150.0,94771.34,3.9824,2.2727,-1.0,0.5108,-1.5108,SL
33836,33837,long,trend,2025-04-27 08:00:00+00:00,94436.1,94014.45,96122.7,95337.01,4.0,2.1366,-1.0,0.2688,-1.2688,SL
33911,33911,long,trend,2025-04-30 08:00:00+00:00,94611.25,94343.62,95681.75,95028.43,4.0,1.5588,-1.0,0.4242,-1.4242,SL
33980,33980,long,trend,2025-05-03 08:00:00+00:00,96460.9,96258.85,97269.1,97216.12,4.0,3.7378,-1.0,0.5729,-1.5729,SL
34004,34004,long,sweep,2025-05-04 08:00:00+00:00,95605.4,95425.0,96257.0,96371.49,3.612,4.2466,-1.0,0.636,-1.636,SL
34029,34032,long,trend,2025-05-05 08:00:00+00:00,94126.4,93793.3,95458.8,94771.34,4.0,1.9362,-1.0,0.3391,-1.3391,SL
34052,34052,long,trend,2025-05-06 08:00:00+00:00,94423.3,94196.65,95329.9,94774.0,4.0,1.5473,-1.0,0.4999,-1.4999,SL
34244,34244,long,trend,2025-05-14 08:00:00+00:00,103704.4,103519.8,104442.8,104221.27,4.0,2.7999,-1.0,0.6741,-1.6741,SL
34436,34462,long,trend,2025-05-22 08:00:00+00:00,110517.5,109833.75,113252.5,113936.25,4.0,5.0,-1.0,0.194,-1.194,SL
34498,34499,long,trend,2025-05-24 08:00:00+00:00,107681.95,107257.13,109381.25,109892.35,4.0,5.2031,-1.0,0.3042,-1.3042,SL
34508,34508,long,trend,2025-05-25 08:00:00+00:00,107683.9,107401.0,108815.5,108476.6,4.0,2.8021,-1.0,0.4568,-1.4568,SL
34536,34540,long,trend,2025-05-26 08:00:00+00:00,109425.0,109032.85,110993.6,111926.5,4.0,6.3789,-1.0,0.3348,-1.3348,SL
34580,34580,long,trend,2025-05-28 08:00:00+00:00,108760.95,108532.53,109674.65,109890.83,4.0,4.9464,-1.0,0.5714,-1.5714,SL
34676,34681,short,trend,2025-06-01 08:00:00+00:00,104281.2,104490.1,103445.6,103909.57,4.0,1.779,-1.0,0.599,-1.599,SL
34700,34700,short,sweep,2025-06-02 08:00:00+00:00,105294.5,105598.7,104502.2,104509.35,2.6045,2.581,1.9534,0.4154,1.538,TP1+BE
34729,34729,short,trend,2025-06-03 08:00:00+00:00,105770.3,106124.55,104353.3,104509.35,4.0,3.5595,-1.0,0.3583,-1.3583,SL
34820,34821,short,trend,2025-06-07 08:00:00+00:00,104551.8,104922.2,103070.2,103737.2,4.0,2.1992,-1.0,0.3387,-1.3387,SL
34846,34846,short,trend,2025-06-08 08:00:00+00:00,105536.0,105634.0,105144.0,104473.75,4.0,10.8393,-1.0,1.2923,-2.2923,SL
34916,34916,long,trend,2025-06-11 08:00:00+00:00,109772.5,109541.75,110695.5,110337.5,4.0,2.4485,-1.0,0.5709,-1.5709,SL
34940,34940,long,trend,2025-06-12 08:00:00+00:00,108043.8,107674.45,109521.2,109883.88,4.0,4.9819,-1.0,0.351,-1.351,SL
35001,35008,short,trend,2025-06-14 08:00:00+00:00,105446.15,105807.47,104000.85,104473.75,4.0,2.6912,-1.0,0.3502,-1.3502,SL
35016,35023,short,trend,2025-06-15 08:00:00+00:00,105612.55,105846.27,104677.65,104930.37,4.0,2.9187,3.7297,0.5422,3.1874,TP1+TP
35084,35084,long,trend,2025-06-18 08:00:00+00:00,104910.0,104615.0,106090.0,105835.87,4.0,3.1385,-1.0,0.4268,-1.4268,SL
35137,35137,long,trend,2025-06-20 08:00:00+00:00,104986.4,104589.15,106575.4,105909.65,4.0,2.3241,-1.0,0.3171,-1.3171,SL
35180,35184,short,trend,2025-06-22 08:00:00+00:00,102563.8,102955.4,100997.4,101391.61,4.0,2.9933,3.0,0.3143,2.6857,TP1+BE
35204,35204,short,trend,2025-06-23 08:00:00+00:00,101292.4,101721.9,99574.4,100454.65,4.0,1.9505,-1.0,0.283,-1.283,SL
35228,35228,short,trend,2025-06-24 08:00:00+00:00,105217.35,105501.03,104082.65,104532.51,4.0,2.4142,-1.0,0.4451,-1.4451,SL
